segment_index,time_hours,start_time_hours,end_time_hours,stage,dominant_emotion,bizarreness_score,lucidity_probability,generation_mode,llm_trigger_type,llm_latency_ms,template_bank,ach,serotonin,ne,cortisol,narrative,scene_description,active_memory_ids
49c6c899-9c30-4b02-bf07-944fa82d940f,1.175,1.175,1.183333,N2,anxious,0.45,,TEMPLATE,,,n2_any_01,0.4669,0.2949,0.2762,0.2615,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable scene progression. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
dea42fc0-119b-4b77-9ce3-f3134b11e411,1.183333,1.183333,1.191667,N2,neutral,0.45,,TEMPLATE,,,n2_neutral_01,0.4774,0.2665,0.2508,0.2354,"I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and each transition feels smooth enough to maintain continuity without becoming fully vivid. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A neutral dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
9c153fee-7f05-40de-806f-d140ac008e98,1.191667,1.191667,1.2,N2,anxious,0.45,,TEMPLATE,,,n2_anxious_01,0.4526,0.2731,0.2513,0.2509,"The dream keeps looping through nearly identical corridors, conversations, and clocks that never match, producing a persistent unease rather than panic; I keep trying to resolve small inconsistencies, but every answer introduces another mismatch that pulls me onward. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
3f2f6dc8-f78b-449a-9ad5-1e4e4db07ee4,1.2,1.2,1.208333,N2,serene,0.45,,TEMPLATE,,,n2_serene_01,0.4848,0.2288,0.3159,0.2202,"A calm narrative unfolds through still air, soft light, and unhurried movement, with scenes transitioning like slow breaths; nothing demands urgency, and the dream's continuity feels dependable, allowing me to drift through familiar spaces without cognitive strain. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A serene dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
f723c75b-ae6f-477e-9fd4-237cf377da2f,1.208333,1.208333,1.216667,N2,serene,0.45,,TEMPLATE,,,n2_any_01,0.4762,0.3099,0.2932,0.2617,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable scene progression. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A serene dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
7f26ddb4-0787-4d65-89f9-a28b0b1393b5,1.216667,1.216667,1.225,N2,curious,0.45,,TEMPLATE,,,n2_curious_01,0.4695,0.2744,0.2764,0.2693,"Each location presents a puzzle disguised as routine detail, such as symbols on train maps, altered room layouts, or renamed objects; I follow these anomalies from scene to scene, noticing how the dream preserves structure while quietly reshaping the rules underneath.",A curious dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
d27cc989-5ceb-497d-894e-3615c68dcc24,1.225,1.225,1.233333,N2,anxious,0.45,,TEMPLATE,,,n2_any_01,0.4338,0.2912,0.2731,0.2462,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable scene progression. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
3dd8bc0a-49a7-4568-937f-5aa4775bb92f,1.233333,1.233333,1.241667,N2,anxious,0.45,,TEMPLATE,,,n2_anxious_01,0.4166,0.2835,0.3089,0.2478,"The dream keeps looping through nearly identical corridors, conversations, and clocks that never match, producing a persistent unease rather than panic; I keep trying to resolve small inconsistencies, but every answer introduces another mismatch that pulls me onward. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
6fb9307c-ebbd-42df-8850-1c0653733040,1.241667,1.241667,1.25,N2,serene,0.45,,TEMPLATE,,,n2_serene_01,0.4438,0.2728,0.2991,0.2621,"A calm narrative unfolds through still air, soft light, and unhurried movement, with scenes transitioning like slow breaths; nothing demands urgency, and the dream's continuity feels dependable, allowing me to drift through familiar spaces without cognitive strain. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A serene dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
63859484-be1a-46f5-afc6-efc7f8581310,1.25,1.25,1.258333,REM,melancholic,0.907,0.3849,LLM_FALLBACK,REM_ONSET,1522.0,TEMPLATE_REM,0.8743,0.0586,0.0788,0.257,"In this REM interval, a melancholic dream image unfolds around shifting memory fragments and sensory distortions. At 1.250h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures",REM segment with melancholic imagery.,mem::childhood_home|mem::school_corridor|mem::familiar_face|mem::falling|mem::being_chased
5f115660-9f3c-4a93-8b8d-e960dfd58dac,1.258333,1.258333,1.266667,REM,anxious,0.904,0.4017,LLM_FALLBACK,,1519.0,TEMPLATE_REM,0.8817,0.0543,0.0573,0.2313,"In this REM interval, a anxious dream image unfolds around shifting memory fragments and sensory distortions. At 1.258h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures",REM segment with anxious imagery.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
318b26e1-2ff6-474d-b619-c074a02ace52,1.266667,1.266667,1.275,REM,anxious,0.899,0.5422,LLM_FALLBACK,,1521.0,TEMPLATE_REM,0.8685,0.0619,0.0334,0.2628,"In this REM interval, a anxious dream image unfolds around shifting memory fragments and sensory distortions. At 1.267h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures",REM segment with anxious imagery.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
4d79d0fc-bc60-4427-bfde-768d5fa34d57,1.275,1.275,1.283333,REM,melancholic,0.928,0.5796,LLM_FALLBACK,,1523.0,TEMPLATE_REM,0.9393,0.0602,0.0424,0.2643,"In this REM interval, a melancholic dream image unfolds around shifting memory fragments and sensory distortions. At 1.275h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures",REM segment with melancholic imagery.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
174bd808-0c4a-4309-b92f-4d9e006aeab5,1.283333,1.283333,1.291667,REM,anxious,0.924,0.6438,LLM_FALLBACK,,1528.0,TEMPLATE_REM,0.9147,0.0241,0.0653,0.2482,"In this REM interval, a anxious dream image unfolds around shifting memory fragments and sensory distortions. At 1.283h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures",REM segment with anxious imagery.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
35a81a54-c800-458c-be61-9b1b939e3f2d,1.291667,1.291667,1.3,REM,anxious,0.942,0.6744,LLM_FALLBACK,,1531.0,TEMPLATE_REM,0.9153,0.0537,0.0305,0.2253,"In this REM interval, a anxious dream image unfolds around shifting memory fragments and sensory distortions. At 1.292h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures",REM segment with anxious imagery.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
f6e54939-58f7-4665-a4a6-452d29927d17,1.3,1.3,1.308333,REM,joyful,0.891,0.6169,LLM_FALLBACK,,1514.0,TEMPLATE_REM,0.8872,0.0836,0.0346,0.2306,"In this REM interval, a joyful dream image unfolds around shifting memory fragments and sensory distortions. At 1.300h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures",REM segment with joyful imagery.,mem::childhood_home|mem::school_corridor|mem::familiar_face|mem::flying|mem::bright_light
4bfa82af-1bf2-4b22-8308-7b23df767be1,1.308333,1.308333,1.316667,REM,serene,0.959,0.6012,LLM_FALLBACK,,1515.0,TEMPLATE_REM,0.8976,0.0694,0.0601,0.2763,"In this REM interval, a serene dream image unfolds around shifting memory fragments and sensory distortions. At 1.308h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures",REM segment with serene imagery.,mem::childhood_home|mem::school_corridor|mem::familiar_face|mem::flying|mem::bright_light
60a040f5-4cf1-46bc-b58f-9bfd975c896b,1.316667,1.316667,1.325,REM,curious,0.95,0.4837,LLM_FALLBACK,,1526.0,TEMPLATE_REM,0.9036,0.054,0.034,0.245,"In this REM interval, a curious dream image unfolds around shifting memory fragments and sensory distortions. At 1.317h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures",REM segment with curious imagery.,mem::childhood_home|mem::school_corridor|mem::familiar_face|mem::flying|mem::bright_light
7cf8cb71-404a-416e-94f5-f57cbf8c1a3e,1.325,1.325,1.333333,REM,joyful,0.935,0.3649,LLM_FALLBACK,BIZARRENESS_PEAK,1522.0,TEMPLATE_REM,0.89,0.0517,0.031,0.2531,"In this REM interval, a joyful dream image unfolds around shifting memory fragments and sensory distortions. At 1.325h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures",REM segment with joyful imagery.,mem::childhood_home|mem::school_corridor|mem::familiar_face|mem::flying|mem::bright_light
fe380125-49e1-445c-bfe4-cbabcd802f0d,1.333333,1.333333,1.341667,REM,fearful,0.937,0.3602,LLM_FALLBACK,,1515.0,TEMPLATE_REM,0.8904,0.0761,0.0493,0.238,"In this REM interval, a fearful dream image unfolds around shifting memory fragments and sensory distortions. At 1.333h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures",REM segment with fearful imagery.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
ae744b2a-25db-4fb5-9e4b-ae0a7876fa6a,1.341667,1.341667,1.35,REM,melancholic,0.86,0.3539,LLM_FALLBACK,,1511.0,TEMPLATE_REM,0.9086,0.0725,0.0386,0.2621,"In this REM interval, a melancholic dream image unfolds around shifting memory fragments and sensory distortions. At 1.342h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures",REM segment with melancholic imagery.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
4e143d91-777e-4421-9db3-4961d5971fa3,1.35,1.35,1.358333,REM,anxious,0.93,0.3526,LLM_FALLBACK,,1522.0,TEMPLATE_REM,0.9273,0.0448,0.065,0.2455,"In this REM interval, a anxious dream image unfolds around shifting memory fragments and sensory distortions. At 1.350h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures",REM segment with anxious imagery.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
d5b6213e-4707-424e-a5db-ecedd8d6fa49,1.358333,1.358333,1.366667,REM,anxious,0.879,0.4168,LLM_FALLBACK,,1519.0,TEMPLATE_REM,0.9143,0.0053,0.0604,0.2233,"In this REM interval, a anxious dream image unfolds around shifting memory fragments and sensory distortions. At 1.358h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures",REM segment with anxious imagery.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
4f00000b-2689-47cb-86c8-5a8210a37db0,1.366667,1.366667,1.375,REM,melancholic,0.896,0.5349,LLM_FALLBACK,,1513.0,TEMPLATE_REM,0.8602,0.0658,0.0243,0.2821,"In this REM interval, a melancholic dream image unfolds around shifting memory fragments and sensory distortions. At 1.367h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures",REM segment with melancholic imagery.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
836b8ec9-c80f-489c-83e9-1e0520efbd0a,1.375,1.375,1.383333,REM,melancholic,0.954,0.6674,LLM_FALLBACK,,1513.0,TEMPLATE_REM,0.9081,0.0343,0.038,0.2088,"In this REM interval, a melancholic dream image unfolds around shifting memory fragments and sensory distortions. At 1.375h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures",REM segment with melancholic imagery.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
0e451198-f5a3-46a7-b564-e8b773e9504f,1.383333,1.383333,1.391667,N1,anxious,0.451,,TEMPLATE,,,n1_anxious_01,0.4999,0.3116,0.2954,0.228,"A mild tension rides each flicker of imagery as doorframes tilt and shadows expand just before I can inspect them, then snap away; the scene feels unfinished, yet my body senses a warning signal that keeps me suspended in uncertain, shallow descent.",A anxious dreamscape at N1 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
ac240ce3-9268-4b74-b61f-d19bf2c0d67f,1.391667,1.391667,1.4,N1,fearful,0.48,,TEMPLATE,,,n1_any_01,0.457,0.3185,0.307,0.2591,"I pass through short-lived scenes where objects, voices, and body sensations overlap in unstable combinations, creating the unmistakable feeling of transition; the imagery is brief and porous, allowing waking reality and dream logic to coexist for a few uncertain moments.",A fearful dreamscape at N1 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
7b0ea6b4-bde9-40c0-b8fa-5e71ac4c1c10,1.4,1.4,1.408333,N1,neutral,0.478,,TEMPLATE,,,n1_neutral_01,0.4622,0.3234,0.2943,0.2261,"At the edge of sleep I hover between the room and a drifting interior stage, where half-formed faces, corridor lights, and bits of spoken language appear for a breath, dissolve, and return with slight changes that feel both familiar and unplaceable.",A neutral dreamscape at N1 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
26df33b7-a2d9-472a-a32a-01cf94c57425,1.408333,1.408333,1.416667,N1,anxious,0.441,,TEMPLATE,,,n1_any_01,0.4888,0.2885,0.3307,0.2507,"I pass through short-lived scenes where objects, voices, and body sensations overlap in unstable combinations, creating the unmistakable feeling of transition; the imagery is brief and porous, allowing waking reality and dream logic to coexist for a few uncertain moments.",A anxious dreamscape at N1 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
2ae7de1d-f738-421e-8e82-7c2d8cba68ec,1.416667,1.416667,1.425,N1,fearful,0.453,,TEMPLATE,,,n1_fearful_01,0.4996,0.29,0.3042,0.2354,"The boundary of wakefulness fractures into abrupt flashes of threat: a voice near my ear, a silhouette in the hallway, the sensation of falling without movement; each image vanishes instantly, leaving a lingering fear that colors the next transition. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A fearful dreamscape at N1 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
800405eb-381f-4419-bce2-707eef351b1a,1.425,1.425,1.433333,N1,melancholic,0.5,,TEMPLATE,,,n1_any_01,0.4548,0.2733,0.3132,0.2501,"I pass through short-lived scenes where objects, voices, and body sensations overlap in unstable combinations, creating the unmistakable feeling of transition; the imagery is brief and porous, allowing waking reality and dream logic to coexist for a few uncertain moments.",A melancholic dreamscape at N1 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
14f86820-6850-457f-acc1-1f6ff559247b,1.433333,1.433333,1.441667,N2,neutral,0.45,,TEMPLATE,,,n2_any_01,0.454,0.2614,0.2635,0.2375,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable scene progression. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A neutral dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
7c62dcab-15ed-44e0-9aa4-494406d02337,1.441667,1.441667,1.45,N2,anxious,0.45,,TEMPLATE,,,n2_anxious_01,0.4675,0.2715,0.2717,0.2311,"The dream keeps looping through nearly identical corridors, conversations, and clocks that never match, producing a persistent unease rather than panic; I keep trying to resolve small inconsistencies, but every answer introduces another mismatch that pulls me onward. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
9930abc0-e3ed-4a7d-9478-f2920801ca4b,1.45,1.45,1.458333,N2,melancholic,0.45,,TEMPLATE,,,n2_any_01,0.4504,0.258,0.264,0.2467,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable scene progression. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A melancholic dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
9cef8795-e531-4cab-9237-3332f86ac22c,1.458333,1.458333,1.466667,N2,fearful,0.45,,TEMPLATE,,,n2_fearful_01,0.4866,0.277,0.2617,0.2294,"A low-threat dread pervades familiar places, with open doors, delayed footsteps, and messages that arrive too late; the dream never erupts, yet each scene carries a sharpened edge, making routine actions feel dangerous even when nothing explicitly attacks me. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A fearful dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
c3c83ee4-cc5d-4478-936a-51aa7b6b7cd2,1.466667,1.466667,1.475,N2,fearful,0.45,,TEMPLATE,,,n2_any_01,0.4503,0.2615,0.2637,0.2227,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable scene progression. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A fearful dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
3f8d5bb6-849f-412c-8354-e54f923f2250,1.475,1.475,1.483333,N2,melancholic,0.45,,TEMPLATE,,,n2_melancholic_01,0.4381,0.2814,0.3208,0.2291,"I revisit quiet environments tied to old routines, where conversations are incomplete and people fade before we reconnect; the tone is reflective and heavy, with gentle sadness layered over everyday details that feel just out of reach but emotionally significant.",A melancholic dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
b7850402-f6ab-4ca4-a985-2991092fbf83,1.483333,1.483333,1.491667,N2,anxious,0.45,,TEMPLATE,,,n2_any_01,0.4814,0.289,0.2716,0.2374,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable scene progression. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
d3366ade-11f1-49f8-948c-5449f6f8bcbd,1.491667,1.491667,1.5,N2,curious,0.45,,TEMPLATE,,,n2_curious_01,0.457,0.2798,0.2548,0.2193,"Each location presents a puzzle disguised as routine detail, such as symbols on train maps, altered room layouts, or renamed objects; I follow these anomalies from scene to scene, noticing how the dream preserves structure while quietly reshaping the rules underneath.",A curious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
f0592006-36dd-4f2e-9d04-acb8c931fa75,1.5,1.5,1.508333,N2,melancholic,0.45,,TEMPLATE,,,n2_any_01,0.4782,0.249,0.2842,0.2292,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable scene progression. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A melancholic dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
95434a00-4eef-45b7-a10f-1b37690958b7,1.508333,1.508333,1.516667,N2,neutral,0.45,,TEMPLATE,,,n2_neutral_01,0.4805,0.2852,0.3279,0.2347,"I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and each transition feels smooth enough to maintain continuity without becoming fully vivid. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A neutral dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
6a10ceb1-3db2-495d-ac61-2919f600af02,1.516667,1.516667,1.525,N2,melancholic,0.45,,TEMPLATE,,,n2_melancholic_01,0.399,0.286,0.3114,0.1981,"I revisit quiet environments tied to old routines, where conversations are incomplete and people fade before we reconnect; the tone is reflective and heavy, with gentle sadness layered over everyday details that feel just out of reach but emotionally significant.",A melancholic dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
0053d5a2-af8f-477d-b319-7a1d20069021,1.525,1.525,1.533333,N2,melancholic,0.45,,TEMPLATE,,,n2_any_01,0.4603,0.2636,0.2724,0.2209,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable scene progression. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A melancholic dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
35cb646a-6275-4d0f-8431-7d410e99dbf5,1.533333,1.533333,1.541667,N2,neutral,0.45,,TEMPLATE,,,n2_neutral_01,0.4511,0.2934,0.2671,0.2172,"I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and each transition feels smooth enough to maintain continuity without becoming fully vivid. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A neutral dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
10f3f2df-3b37-46c5-a044-0bd5c343e1b5,1.541667,1.541667,1.55,N2,anxious,0.45,,TEMPLATE,,,n2_anxious_01,0.459,0.2701,0.3032,0.2247,"The dream keeps looping through nearly identical corridors, conversations, and clocks that never match, producing a persistent unease rather than panic; I keep trying to resolve small inconsistencies, but every answer introduces another mismatch that pulls me onward. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
bb54fa96-c078-4253-81c1-d80865325937,1.55,1.55,1.558333,N2,neutral,0.45,,TEMPLATE,,,n2_any_01,0.3942,0.2746,0.2799,0.2484,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable scene progression. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A neutral dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
7fec056c-c7f3-4229-ac93-690f8e59ae54,1.558333,1.558333,1.566667,N2,fearful,0.45,,TEMPLATE,,,n2_fearful_01,0.4555,0.2831,0.3065,0.1942,"A low-threat dread pervades familiar places, with open doors, delayed footsteps, and messages that arrive too late; the dream never erupts, yet each scene carries a sharpened edge, making routine actions feel dangerous even when nothing explicitly attacks me. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A fearful dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
9ab0b346-eb2e-4db3-a003-34369856001b,1.566667,1.566667,1.575,N2,fearful,0.45,,TEMPLATE,,,n2_any_01,0.4291,0.2762,0.2524,0.2411,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable scene progression. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A fearful dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
8c729790-83f7-4cba-a1df-9c36d7edf1c6,1.575,1.575,1.583333,N2,anxious,0.45,,TEMPLATE,,,n2_anxious_01,0.4164,0.2964,0.2899,0.2277,"The dream keeps looping through nearly identical corridors, conversations, and clocks that never match, producing a persistent unease rather than panic; I keep trying to resolve small inconsistencies, but every answer introduces another mismatch that pulls me onward. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
3dd4ccbe-a37c-4a4b-b89f-473b4f092a5e,1.583333,1.583333,1.591667,N2,melancholic,0.45,,TEMPLATE,,,n2_melancholic_01,0.4248,0.2873,0.2855,0.2591,"I revisit quiet environments tied to old routines, where conversations are incomplete and people fade before we reconnect; the tone is reflective and heavy, with gentle sadness layered over everyday details that feel just out of reach but emotionally significant.",A melancholic dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
