segment_index,time_hours,start_time_hours,end_time_hours,stage,dominant_emotion,bizarreness_score,lucidity_probability,generation_mode,llm_trigger_type,llm_latency_ms,llm_fallback_reason,template_bank,ach,serotonin,ne,cortisol,narrative,scene_description,active_memory_ids
313a2491-36ce-4728-bdb5-36a65fdfea7c,0.0,0.0,0.008333,N1,fearful,0.363,0.0,TEMPLATE,,,,n1_fearful_01,0.479,0.2969,0.3097,0.3655,"The boundary of wakefulness fractures into abrupt flashes of threat: a voice near my ear,.",A fearful dreamscape at N1 depth.,
acb22317-0ddc-46bc-b8f3-6b3df2ec3087,1.9,1.9,1.908333,N3,serene,0.35,0.0,TEMPLATE,,,,n3_serene_01,0.312,0.2011,0.2016,0.2103,"I settle into broad quiet where sensation and thought are both muted, and the dream drifts through simple textures of.",A serene dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
c918b6c6-bd82-4df1-b9e7-09f378ea7931,1.908333,1.908333,1.916667,N3,joyful,0.35,0.0,TEMPLATE,,,,n3_any_01,0.3171,0.1938,0.182,0.2261,"The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative complexity; scenes are short, partially formed, and often.",A joyful dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
1b10b2aa-a564-4d4c-9754-5ce224e678ac,1.916667,1.916667,1.925,N3,fearful,0.35,0.0,TEMPLATE,,,,n3_fearful_01,0.3017,0.2387,0.2293,0.1813,"Fear appears as abrupt sensory jolts inside otherwise blank darkness: a sudden drop, a distant call, a room that feels.",A fearful dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
56a72bd7-db43-4e9b-808d-249ed7f0c1d1,1.925,1.925,1.933333,N3,curious,0.35,0.0,TEMPLATE,,,,n3_curious_01,0.3204,0.2034,0.1999,0.1942,"Even in deep sleep, occasional odd structures appear briefly: geometric rooms, distant machinery, and symbolic objects that vanish before inspection;.",A curious dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
c5dc00ea-b3af-480a-b077-2765efb500d5,1.933333,1.933333,1.941667,N3,anxious,0.35,0.0,TEMPLATE,,,,n3_anxious_01,0.283,0.2138,0.1604,0.1824,"An undercurrent of unease runs through thick, low-resolution imagery where details are hard to hold; I sense that something is.",A anxious dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
3c34a288-a628-48f2-a8e6-6f5f901b8854,1.941667,1.941667,1.95,N3,anxious,0.35,0.0,TEMPLATE,,,,n3_any_01,0.277,0.241,0.1764,0.2342,"The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative complexity; scenes are short, partially formed, and often.",A anxious dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
f93c2c67-2dd3-408b-a268-e564b36cbef6,1.95,1.95,1.958333,N3,neutral,0.35,0.0,TEMPLATE,,,,n3_neutral_01,0.312,0.2149,0.2212,0.2006,"Experience compresses into sparse sensations and broad, dark spaces where time is difficult to track; events feel discontinuous and heavy,.",A neutral dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
c6bd5389-9333-47c9-a30a-039aab436fe6,1.958333,1.958333,1.966667,N3,curious,0.35,0.0,TEMPLATE,,,,n3_any_01,0.2999,0.203,0.2163,0.2306,"The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative complexity; scenes are short, partially formed, and often.",A curious dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
36f8dabe-511f-466b-8e78-ba2486ae2ba1,1.966667,1.966667,1.975,N3,fearful,0.35,0.0,TEMPLATE,,,,n3_fearful_01,0.3036,0.1819,0.2129,0.1732,"Fear appears as abrupt sensory jolts inside otherwise blank darkness: a sudden drop, a distant call, a room that feels.",A fearful dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
7ac991a0-a91e-43d8-9e02-6b45443e16e4,1.975,1.975,1.983333,N3,anxious,0.35,0.0,TEMPLATE,,,,n3_anxious_01,0.3002,0.2064,0.2355,0.1699,"An undercurrent of unease runs through thick, low-resolution imagery where details are hard to hold; I sense that something is.",A anxious dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
8bd0e007-8ef1-41c9-9f7b-c6d4584ac06b,1.983333,1.983333,1.991667,N3,anxious,0.35,0.0,TEMPLATE,,,,n3_any_01,0.289,0.1995,0.2574,0.2162,"The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative complexity; scenes are short, partially formed, and often.",A anxious dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
28d1932f-a555-4f49-ab54-03141188f18e,1.991667,1.991667,2.0,N3,fearful,0.35,0.0,TEMPLATE,,,,n3_fearful_01,0.2811,0.2119,0.192,0.1761,"Fear appears as abrupt sensory jolts inside otherwise blank darkness: a sudden drop, a distant call, a room that feels.",A fearful dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
c359f68d-6526-4ab9-854d-4ec387c83b89,2.0,2.0,2.008333,N3,curious,0.35,0.0,TEMPLATE,,,,n3_curious_01,0.3078,0.2067,0.2148,0.2301,"Even in deep sleep, occasional odd structures appear briefly: geometric rooms, distant machinery, and symbolic objects that vanish before inspection;.",A curious dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
ab7ed566-cb8e-49fe-b245-f1f49f4384ad,2.008333,2.008333,2.016667,N3,serene,0.35,0.0,TEMPLATE,,,,n3_any_01,0.3031,0.2123,0.1951,0.1793,"The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative complexity; scenes are short, partially formed, and often.",A serene dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
4058c77b-ac59-4786-bc42-538cdada74e9,2.016667,2.016667,2.025,N3,anxious,0.35,0.0,TEMPLATE,,,,n3_anxious_01,0.3217,0.2019,0.1792,0.1765,"An undercurrent of unease runs through thick, low-resolution imagery where details are hard to hold; I sense that something is.",A anxious dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
c2fae278-9d1f-4c15-b9ab-d9cd043ea94e,2.025,2.025,2.033333,N3,neutral,0.35,0.0,TEMPLATE,,,,n3_any_01,0.2753,0.228,0.1949,0.1817,"The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative complexity; scenes are short, partially formed, and often.",A neutral dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
da1e0ce7-3456-48d3-aecf-1f2e5726931c,2.033333,2.033333,2.041667,N3,anxious,0.35,0.0,TEMPLATE,,,,n3_anxious_01,0.3392,0.2239,0.1771,0.204,"An undercurrent of unease runs through thick, low-resolution imagery where details are hard to hold; I sense that something is.",A anxious dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
90100beb-7c39-4147-b4b5-07c84572e051,2.041667,2.041667,2.05,N3,joyful,0.35,0.0,TEMPLATE,,,,n3_joyful_01,0.3177,0.217,0.1881,0.1583,"Joy emerges as bodily ease and warmth more than story, with soft brightness rising and fading in low-detail imagery; the.",A joyful dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
40803b70-572f-4922-bff5-48f8e04b0440,2.05,2.05,2.058333,N3,fearful,0.35,0.0,TEMPLATE,,,,n3_any_01,0.343,0.19,0.1916,0.1826,"The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative complexity; scenes are short, partially formed, and often.",A fearful dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
1b2b241f-241d-4428-8837-6e90ee1a842b,2.058333,2.058333,2.066667,N3,anxious,0.35,0.0,TEMPLATE,,,,n3_anxious_01,0.2883,0.2493,0.1974,0.1503,"An undercurrent of unease runs through thick, low-resolution imagery where details are hard to hold; I sense that something is.",A anxious dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
29e690b8-0b26-4c86-a0f1-3f7ee963a8cd,2.066667,2.066667,2.075,N3,fearful,0.35,0.0,TEMPLATE,,,,n3_fearful_01,0.2696,0.1787,0.1872,0.1532,"Fear appears as abrupt sensory jolts inside otherwise blank darkness: a sudden drop, a distant call, a room that feels.",A fearful dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
89ae5ddc-c9f1-476f-a906-fce036e25e93,2.075,2.075,2.083333,N3,anxious,0.35,0.0,TEMPLATE,,,,n3_any_01,0.2908,0.1844,0.2134,0.1889,"The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative complexity; scenes are short, partially formed, and often.",A anxious dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
39e43dcf-f543-462e-a1ba-7e60d8df8ab1,2.083333,2.083333,2.091667,N3,anxious,0.35,0.0,TEMPLATE,,,,n3_anxious_01,0.2767,0.1867,0.1834,0.2216,"An undercurrent of unease runs through thick, low-resolution imagery where details are hard to hold; I sense that something is.",A anxious dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
20c92f78-29f8-4eb4-826d-e2c5e72ada17,2.091667,2.091667,2.1,N3,melancholic,0.35,0.0,TEMPLATE,,,,n3_any_01,0.2929,0.1696,0.2048,0.1439,"The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative complexity; scenes are short, partially formed, and often.",A melancholic dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
51aacb17-9288-4edf-9ea7-11bd7586c2fa,2.1,2.1,2.108333,N3,fearful,0.35,0.0,TEMPLATE,,,,n3_fearful_01,0.2669,0.2088,0.205,0.1994,"Fear appears as abrupt sensory jolts inside otherwise blank darkness: a sudden drop, a distant call, a room that feels.",A fearful dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
cb2bf10f-a66b-4958-8ea4-954ed717338d,2.108333,2.108333,2.116667,N3,melancholic,0.35,0.0,TEMPLATE,,,,n3_melancholic_01,0.3207,0.2291,0.1974,0.2192,"The dream stays dim and minimal, presenting isolated impressions of empty places and unfinished farewells; sadness is diffuse rather than.",A melancholic dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
0f1b7408-7a09-4c1b-b333-59312d73230d,2.116667,2.116667,2.125,N3,serene,0.35,0.0,TEMPLATE,,,,n3_serene_01,0.2926,0.2138,0.2039,0.172,"I settle into broad quiet where sensation and thought are both muted, and the dream drifts through simple textures of.",A serene dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
931a3b98-7162-4282-9dae-bad15c0a2aaf,2.125,2.125,2.133333,N3,anxious,0.35,0.0,TEMPLATE,,,,n3_any_01,0.3382,0.1689,0.1861,0.2155,"The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative complexity; scenes are short, partially formed, and often.",A anxious dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
27a289ea-5bff-4d20-a3f7-ed56612bfb82,2.133333,2.133333,2.141667,N3,fearful,0.35,0.0,TEMPLATE,,,,n3_fearful_01,0.3257,0.2068,0.2017,0.2197,"Fear appears as abrupt sensory jolts inside otherwise blank darkness: a sudden drop, a distant call, a room that feels.",A fearful dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
5f662125-9325-42cf-ae27-1a1273d2700c,2.141667,2.141667,2.15,N3,anxious,0.35,0.0,TEMPLATE,,,,n3_anxious_01,0.3117,0.1673,0.2283,0.1991,"An undercurrent of unease runs through thick, low-resolution imagery where details are hard to hold; I sense that something is.",A anxious dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
0e0a1ac8-d33e-47b8-8de6-f439bc8825d9,2.15,2.15,2.158333,N3,anxious,0.35,0.0,TEMPLATE,,,,n3_any_01,0.2738,0.2142,0.2024,0.1584,"The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative complexity; scenes are short, partially formed, and often.",A anxious dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
231de459-821e-4b94-a9dd-3a02003a425c,2.158333,2.158333,2.166667,N3,joyful,0.35,0.0,TEMPLATE,,,,n3_joyful_01,0.3035,0.2053,0.2017,0.1553,"Joy emerges as bodily ease and warmth more than story, with soft brightness rising and fading in low-detail imagery; the.",A joyful dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
082397a1-0fcb-44e2-a4af-44f615bdde71,2.166667,2.166667,2.175,N3,neutral,0.35,0.0,TEMPLATE,,,,n3_neutral_01,0.3237,0.219,0.2025,0.1891,"Experience compresses into sparse sensations and broad, dark spaces where time is difficult to track; events feel discontinuous and heavy,.",A neutral dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
45f46518-91e8-4592-a0bd-adea96650033,2.175,2.175,2.183333,N3,fearful,0.35,0.0,TEMPLATE,,,,n3_any_01,0.3274,0.2112,0.1935,0.1684,"The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative complexity; scenes are short, partially formed, and often.",A fearful dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
aca6f30c-4be5-42d6-9791-bec0b0b34ab0,2.183333,2.183333,2.191667,N3,anxious,0.35,0.0,TEMPLATE,,,,n3_anxious_01,0.2932,0.2485,0.1665,0.1995,"An undercurrent of unease runs through thick, low-resolution imagery where details are hard to hold; I sense that something is.",A anxious dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
4d3dc31c-b308-46c1-b208-0675cbe0bfb4,2.191667,2.191667,2.2,N3,neutral,0.35,0.0,TEMPLATE,,,,n3_any_01,0.3236,0.1865,0.1708,0.1603,"The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative complexity; scenes are short, partially formed, and often.",A neutral dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
0d24649c-1674-4525-8ea5-abea31725be2,2.2,2.2,2.208333,N3,neutral,0.35,0.0,TEMPLATE,,,,n3_neutral_01,0.2816,0.1718,0.1896,0.1348,"Experience compresses into sparse sensations and broad, dark spaces where time is difficult to track; events feel discontinuous and heavy,.",A neutral dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
649cc443-6b8e-4c8c-976c-cdd055c2ca12,2.208333,2.208333,2.216667,N3,curious,0.35,0.0,TEMPLATE,,,,n3_any_01,0.3059,0.1819,0.2163,0.1434,"The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative complexity; scenes are short, partially formed, and often.",A curious dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
45c69c31-c90f-4f47-8ff9-93eade5d447d,2.216667,2.216667,2.225,N3,serene,0.35,0.0,TEMPLATE,,,,n3_serene_01,0.3136,0.1788,0.2037,0.1841,"I settle into broad quiet where sensation and thought are both muted, and the dream drifts through simple textures of.",A serene dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
4d776cd2-5e8e-4967-873e-1517038b28a8,2.225,2.225,2.233333,N3,fearful,0.35,0.0,TEMPLATE,,,,n3_fearful_01,0.3061,0.175,0.1798,0.2067,"Fear appears as abrupt sensory jolts inside otherwise blank darkness: a sudden drop, a distant call, a room that feels.",A fearful dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
3523e879-d9ea-4dab-89b7-8f3b9483b959,2.233333,2.233333,2.241667,N3,anxious,0.35,0.0,TEMPLATE,,,,n3_any_01,0.3082,0.1927,0.2192,0.1849,"The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative complexity; scenes are short, partially formed, and often.",A anxious dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
7f6285b3-bcb1-43db-999f-74960ec6775d,2.241667,2.241667,2.25,N3,joyful,0.35,0.0,TEMPLATE,,,,n3_joyful_01,0.2843,0.1922,0.1943,0.1409,"Joy emerges as bodily ease and warmth more than story, with soft brightness rising and fading in low-detail imagery; the.",A joyful dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
98a86e1b-3163-400a-8a0c-77a9257aadc6,2.25,2.25,2.258333,N3,neutral,0.35,0.0,TEMPLATE,,,,n3_any_01,0.2959,0.1683,0.2089,0.1584,"The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative complexity; scenes are short, partially formed, and often.",A neutral dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
248d00c5-640c-4679-b2c3-33f7daf4f625,2.258333,2.258333,2.266667,N3,joyful,0.35,0.0,TEMPLATE,,,,n3_joyful_01,0.3142,0.2243,0.1895,0.1787,"Joy emerges as bodily ease and warmth more than story, with soft brightness rising and fading in low-detail imagery; the.",A joyful dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
1bf6e0eb-c87f-47f3-a929-1b995245a5d7,2.266667,2.266667,2.275,N3,curious,0.35,0.0,TEMPLATE,,,,n3_curious_01,0.2862,0.2098,0.1742,0.1576,"Even in deep sleep, occasional odd structures appear briefly: geometric rooms, distant machinery, and symbolic objects that vanish before inspection;.",A curious dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
6d6db313-0d9f-4612-8cb6-37b80860bb6c,2.275,2.275,2.283333,N3,anxious,0.35,0.0,TEMPLATE,,,,n3_anxious_01,0.2818,0.2034,0.2226,0.1444,"An undercurrent of unease runs through thick, low-resolution imagery where details are hard to hold; I sense that something is.",A anxious dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
cd06d541-866a-4872-905a-4d5a1fe033e5,2.283333,2.283333,2.291667,N3,curious,0.35,0.0,TEMPLATE,,,,n3_any_01,0.3302,0.1894,0.1982,0.1711,"The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative complexity; scenes are short, partially formed, and often.",A curious dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
b5095482-8f66-4595-9dbb-ccc283e25132,2.291667,2.291667,2.3,N3,fearful,0.35,0.0,TEMPLATE,,,,n3_fearful_01,0.3083,0.2093,0.2073,0.1619,"Fear appears as abrupt sensory jolts inside otherwise blank darkness: a sudden drop, a distant call, a room that feels.",A fearful dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
7be14062-e13e-4a36-8680-3bd635456d0e,2.3,2.3,2.308333,N3,fearful,0.35,0.0,TEMPLATE,,,,n3_any_01,0.3005,0.2028,0.1961,0.1539,"The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative complexity; scenes are short, partially formed, and often.",A fearful dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
1c46bbd3-c286-4606-854b-d3267461bdc2,2.308333,2.308333,2.316667,N3,fearful,0.35,0.0,TEMPLATE,,,,n3_fearful_01,0.2674,0.2034,0.1837,0.1707,"Fear appears as abrupt sensory jolts inside otherwise blank darkness: a sudden drop, a distant call, a room that feels.",A fearful dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
ba3f4b72-a592-4948-8202-f6cfbbcb2d1a,2.316667,2.316667,2.325,N3,anxious,0.35,0.0,TEMPLATE,,,,n3_any_01,0.3348,0.2367,0.2371,0.1376,"The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative complexity; scenes are short, partially formed, and often.",A anxious dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
a266d84c-c175-45a7-9658-d52119fd3bb4,2.325,2.325,2.333333,N3,fearful,0.35,0.0,TEMPLATE,,,,n3_fearful_01,0.303,0.2155,0.1826,0.1948,"Fear appears as abrupt sensory jolts inside otherwise blank darkness: a sudden drop, a distant call, a room that feels.",A fearful dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
556428fc-de2d-4490-9234-55a86a1e26ef,2.333333,2.333333,2.341667,N3,fearful,0.35,0.0,TEMPLATE,,,,n3_any_01,0.2892,0.1934,0.1786,0.1416,"The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative complexity; scenes are short, partially formed, and often.",A fearful dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
a8c1da58-693a-4aea-8e21-40f04bd75b01,2.341667,2.341667,2.35,N3,serene,0.35,0.0,TEMPLATE,,,,n3_serene_01,0.3066,0.1899,0.2252,0.174,"I settle into broad quiet where sensation and thought are both muted, and the dream drifts through simple textures of.",A serene dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
3d892bfd-485c-4b15-99dc-883a7d89a9e7,2.35,2.35,2.358333,N3,melancholic,0.35,0.0,TEMPLATE,,,,n3_any_01,0.3079,0.1785,0.1935,0.1574,"The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative complexity; scenes are short, partially formed, and often.",A melancholic dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
1a2ffb21-f141-4db5-bac1-f9a58575fe0d,2.358333,2.358333,2.366667,N3,anxious,0.35,0.0,TEMPLATE,,,,n3_anxious_01,0.3241,0.2389,0.1978,0.138,"An undercurrent of unease runs through thick, low-resolution imagery where details are hard to hold; I sense that something is.",A anxious dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
86df7e84-7d4b-47fb-8459-b6a6129a8f99,2.366667,2.366667,2.375,N3,serene,0.35,0.0,TEMPLATE,,,,n3_any_01,0.2754,0.226,0.1989,0.1393,"The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative complexity; scenes are short, partially formed, and often.",A serene dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
4bdc037b-8ef8-4d1e-b14d-eb06492f5570,2.375,2.375,2.383333,N3,serene,0.35,0.0,TEMPLATE,,,,n3_serene_01,0.3019,0.1994,0.2097,0.1874,"I settle into broad quiet where sensation and thought are both muted, and the dream drifts through simple textures of.",A serene dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
396e1ebc-7c59-4af6-bf1f-6519fd1f9c43,2.383333,2.383333,2.391667,N3,neutral,0.35,0.0,TEMPLATE,,,,n3_neutral_01,0.26,0.2179,0.2274,0.1675,"Experience compresses into sparse sensations and broad, dark spaces where time is difficult to track; events feel discontinuous and heavy,.",A neutral dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
b337be73-7479-4ecb-9b99-db834f0712cc,2.391667,2.391667,2.4,N3,fearful,0.35,0.0,TEMPLATE,,,,n3_fearful_01,0.2967,0.2087,0.1747,0.1436,"Fear appears as abrupt sensory jolts inside otherwise blank darkness: a sudden drop, a distant call, a room that feels.",A fearful dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
b851ea63-fde9-40a0-91b4-a0ab6f480fc3,2.4,2.4,2.408333,N2,anxious,0.488,0.0,TEMPLATE,,,,n2_anxious_01,0.4476,0.2867,0.2567,0.1332,"The dream keeps looping through nearly identical corridors, conversations, and clocks that never match, producing a persistent unease rather than panic; I keep trying to resolve small inconsistencies, but every answer introduces another mismatch that.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
b8843fe6-5e35-4b90-96bf-c9a9d80e48d5,2.408333,2.408333,2.416667,N2,serene,0.523,0.0,TEMPLATE,,,,n2_serene_01,0.4475,0.2753,0.2723,0.1945,"A calm narrative unfolds through still air, soft light, and unhurried movement, with scenes transitioning like slow breaths; nothing demands urgency, and the dream's continuity feels dependable, allowing me to drift through familiar spaces without.",A serene dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
538d7eda-28ff-4f85-b34c-7bbaf8bd3e35,2.416667,2.416667,2.425,N2,anxious,0.497,0.0,TEMPLATE,,,,n2_any_01,0.4623,0.2769,0.2843,0.158,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
a2734723-8bb7-4331-8e47-ca0e0997a6d3,2.425,2.425,2.433333,N2,anxious,0.51,0.0,TEMPLATE,,,,n2_anxious_01,0.4371,0.3165,0.2595,0.1526,"The dream keeps looping through nearly identical corridors, conversations, and clocks that never match, producing a persistent unease rather than panic; I keep trying to resolve small inconsistencies, but every answer introduces another mismatch that.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
0d9f49ac-80b1-41d2-bbf0-32d91fcef8ae,2.433333,2.433333,2.441667,N2,anxious,0.486,0.0,TEMPLATE,,,,n2_any_01,0.4186,0.2842,0.2766,0.1492,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
09d20cce-0b53-4f0a-aa02-1f8a9273726b,2.441667,2.441667,2.45,N2,anxious,0.522,0.0,TEMPLATE,,,,n2_anxious_01,0.4524,0.2548,0.2733,0.1301,"The dream keeps looping through nearly identical corridors, conversations, and clocks that never match, producing a persistent unease rather than panic; I keep trying to resolve small inconsistencies, but every answer introduces another mismatch that.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
abfb1e9a-094f-4dd8-838e-8f22134988a3,2.45,2.45,2.458333,N2,neutral,0.52,0.0,TEMPLATE,,,,n2_neutral_01,0.4577,0.2423,0.2636,0.1303,"I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and each transition feels smooth enough to maintain continuity.",A neutral dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
eeb3c8b3-82a9-4b38-ba27-2f8622668546,2.458333,2.458333,2.466667,N2,curious,0.511,0.0,TEMPLATE,,,,n2_any_01,0.4383,0.2847,0.3056,0.1266,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable.",A curious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
